"IPI Accession"	"IPI Description"	"Main Class"	Classification	"Protein coding"	"Phobius TM"	"Phobius SP"	"Phobius Topology"	"SOSUI TM"	"SOSUI TOPOLOGY"	"TMHMM TM"	"TMHMM Topology"
IPI00654852	"UPK1A Isoform 2 of Uroplakin-1a"	Miscellaneous	Other;Tetraspanin	Valid	3	0	i12-40o60-86i93-115o	3	12-34,62-84,93-115	3	i13-35o60-82i94-116o
IPI00215889	"UPK1B Uroplakin-1b"	Miscellaneous	Other;Tetraspanin	Valid	4	0	i12-37o57-81i88-110o233-255i	4	18-40,58-80,88-110,232-254	4	i13-35o55-77i89-111o233-255i
IPI00009976	"TMED1 Transmembrane emp24 domain-containing protein 1 precursor"	Miscellaneous	Other;TMED	Valid	1	Y	n4-15c23/24o193-213i	1	171-192	1	o170-192i
IPI00028055	"TMED10 Transmembrane emp24 domain-containing protein 10 precursor"	Miscellaneous	Other;TMED	Valid	1	Y	n14-24c31/32o186-208i	1	154-176	1	i155-177o
IPI00016608	"TMED2 Transmembrane emp24 domain-containing protein 2 precursor"	Miscellaneous	Other;TMED	Valid	1	Y	n4-15c20/21o169-191i	1	147-169	1	i149-171o
IPI00296259	"TMED4 Transmembrane emp24 domain-containing protein 4 precursor"	Miscellaneous	Other;TMED	Valid	1	Y	n16-24c29/30o195-214i	1	164-186	1	i166-185o
IPI00294472	"TMED5 Transmembrane emp24 domain-containing protein 5 precursor"	Miscellaneous	Other;TMED	Valid	1	Y	n11-22c27/28o197-217i	1	171-193	1	i168-190o
IPI00103251	"TMED6 Transmembrane emp24 domain-containing protein 6 precursor"	Miscellaneous	Other;TMED	Valid	1	Y	n4-13c21/22o203-223i	1	181-202	1	o180-202i
IPI00032825	"TMED7 Transmembrane emp24 domain-containing protein 7 precursor"	Miscellaneous	Other;TMED	Valid	1	Y	n21-28c34/35o186-208i	1	157-179	1	i152-174o
IPI00023542	"TMED9 transmembrane emp24 protein transport domain containing 9"	Miscellaneous	Other;TMED	Valid	2	0	i21-42o203-222i	2	14-35,201-223	2	o20-42i203-222o
IPI00744889	"CDH1 E-cadherin"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n7-15c19/20o728-750i	1	710-731	1	o709-731i
IPI00295399	"CDH10 Cadherin-10 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n6-16c22/23o603-634i	1	583-605	1	o590-612i
IPI00304227	"CDH11 Isoform 1 of Cadherin-11 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n6-17c22/23o619-640i	1	593-615	1	o596-618i
IPI00296942	"CDH12 Cadherin-12 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n6-14c32/33o606-637i	1	576-598	1	o583-605i
IPI00024046	"CDH13 Cadherin-13 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	0	Y	n7-18c22/23o	0	0	0	o
IPI00024048	"CDH15 Cadherin-15 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n3-14c19/20o604-626i	1	579-601	1	o585-607i
IPI00025240	"CDH16 Isoform 1 of Cadherin-16 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n2-13c18/19o784-805i	1	766-788	1	o768-790i
IPI00290089	"CDH17 Cadherin-17 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n7-17c22/23o785-808i	1	763-785	1	o764-786i
IPI00014371	"CDH18 Cadherin-18 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n8-19c24/25o615-636i	1	587-609	1	o590-612i
IPI00028135	"CDH19 Cadherin-19 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n5-16c21/22o597-618i	1	569-591	1	o575-597i
IPI00290085	"CDH2 Cadherin-2 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n10-20c25/26o724-746i	1	696-718	1	o699-721i
IPI00307612	"CDH20 Cadherin-20 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n14-25c34/35o622-640i	2	543-565,583-605	1	o586-608i
IPI00000436	"CDH22 Cadherin-22 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n14-26c38/39o626-647i	1	581-603	1	o587-609i
IPI00216560	"CDH23 Cadherin-like 23"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n5-18c23/24o3072-3095i	1	3047-3069	1	o3050-3072i
IPI00386103	"CDH24 Isoform 1 of Cadherin-24 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n7-17c29/30o641-662i	2	561-583,610-632	1	o611-633i
IPI00853237	"CDH26 Isoform 1 Synomyms a of Cadherin-like protein 26 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n11-22c29/30o606-631i	1	584-606	1	o580-602i
IPI00747243	"CDH3 Isoform 1 of Cadherin-3 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n8-19c23/24o655-677i	1	631-653	1	o632-654i
IPI00024034	"CDH4 Cadherin-4 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n3-14c19/20o722-755i	1	708-730	1	o714-736i
IPI00012792	"CDH5 Cadherin-5 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n7-18c26/27o596-620i	1	571-593	1	o572-594i
IPI00024035	"CDH6 Isoform 1 of Cadherin-6 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n7-14c21/22o615-636i	1	592-614	1	o593-615i
IPI00297181	"CDH7 Cadherin-7 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	Y	n8-19c27/28o599-628i	1	577-599	1	o579-601i
IPI00024036	"CDH8 Cadherin-8 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	2	0	i12-30o613-642i	2	7-29,618-640	1	o622-644i
IPI00297180	"CDH9 Cadherin-9 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinClassic	Valid	1	0	o605-636i	2	4-26,607-629	1	o614-636i
IPI00216099	"DSC1 Isoform 1A of Desmocollin-1 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinOther	Valid	1	Y	n16-27c32/33o692-714i	1	658-680	1	o660-682i
IPI00025846	"DSC2 Isoform 2A of Desmocollin-2 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinOther	Valid	1	Y	n13-24c28/29o695-716i	1	668-690	1	o667-689i
IPI00031549	"DSC3 Isoform 3A of Desmocollin-3 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinOther	Valid	1	Y	n13-24c28/29o691-715i	1	661-683	1	o663-685i
IPI00025753	"DSG1 Desmoglein-1 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinOther	Valid	1	Y	n8-19c23/24o546-569i	1	526-548	0	o
IPI00028931	"DSG2 Desmoglein-2 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinOther	Valid	1	Y	n8-18c23/24o607-633i	1	589-611	1	o590-612i
IPI00031547	"DSG3 Desmoglein-3 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinOther	Valid	1	Y	n8-19c23/24o616-639i	1	596-618	0	o
IPI00428691	"DSG4 Isoform 2 of Desmoglein-4 precursor"	Miscellaneous	StructuralAndAdhesion;CadherinOther	Valid	1	Y	n9-19c23/24o633-653i	1	605-627	1	o608-630i
IPI00413959	"CLSTN1 Calsyntenin-1 precursor"	Miscellaneous	StructuralAndAdhesion;Calsyntenin	Valid	1	Y	n8-23c28/29o860-880i	1	826-848	1	o832-854i
IPI00005491	"CLSTN2 Calsyntenin-2 precursor"	Miscellaneous	StructuralAndAdhesion;Calsyntenin	Valid	1	Y	n6-17c22/23o828-853i	1	809-831	1	o809-831i
IPI00396423	"CLSTN3 Alcadein beta"	Miscellaneous	StructuralAndAdhesion;Calsyntenin	Valid	1	0	o859-880i	2	3-25,859-881	1	o858-880i
IPI00555716	"- Uncharacterized protein ENSP00000333484"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	4	0	i12-30o82-106i118-142o162-183i	4	6-28,81-103,118-140,164-186	4	i12-31o83-105i118-140o166-188i
IPI00000691	"CLDN1 Claudin-1"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	Y	n4-16c21/22o79-98i119-141o161-184i	3	61-83,96-118,144-165	3	o56-78i98-120o140-162i
IPI00019231	"CLDN10 Claudin-10"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	4	0	i7-25o82-104i116-139o159-181i	5	4-26,35-57,74-96,115-137,160-182	4	i5-27o76-98i118-140o160-182i
IPI00026053	"CLDN11 Claudin-11"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	0	o83-103i124-143o155-179i	4	3-25,77-99,122-144,157-179	4	i5-27o84-106i122-143o158-180i
IPI00011088	"CLDN12 Claudin-12"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	4	0	o6-30i88-113o133-161i173-196o	4	9-31,85-107,132-154,174-196	4	i7-29o85-107i137-159o174-196i
IPI00031288	"CLDN14 Claudin-14"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	Y	n5-16c21/22o82-105i117-140o160-183i	4	12-34,59-81,96-118,142-164	3	o61-83i96-118o142-164i
IPI00011082	"CLDN15 Claudin-15"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	4	0	i7-24o73-95i116-140o160-187i	5	3-25,34-56,78-100,118-140,162-184	4	i7-29o78-100i120-142o162-184i
IPI00001521	"CLDN16 Claudin-16"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	4	0	i74-95o150-170i182-210o237-260i	5	1-23,72-94,149-171,186-208,242-264	4	i74-96o145-167i188-210o238-260i
IPI00011103	"CLDN17 Claudin-17"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	Y	n6-16c34/35o80-102i123-145o165-188i	4	1-23,48-70,84-106,130-152	3	o46-68i89-111o131-153i
IPI00218314	"CLDN18 Isoform A2 of Claudin-18"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	Y	n4-15c23/24o78-101i122-149o169-195i	4	40-62,66-88,99-121,151-173	3	o56-78i99-121o145-167i
IPI00412494	"CLDN19 Isoform 1 of Claudin-19"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	5	0	o6-27i39-60o80-100i120-141o161-184i	5	7-29,32-54,80-102,121-143,164-185	4	i5-27o77-99i119-141o161-183i
IPI00027998	"CLDN2 Claudin-2"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	5	0	o6-27i34-51o82-105i117-138o163-183i	5	5-27,35-55,77-99,118-140,163-184	4	i5-27o79-101i121-143o163-185i
IPI00011634	"CLDN20 Claudin-20"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	Y	n4-15c23/24o75-96i117-139o163-186i	5	4-26,37-58,61-83,96-118,140-162	3	o59-81i94-116o138-160i
IPI00332356	"CLDN22 Claudin-22"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	Y	n8-19c24/25o82-106i118-142o162-183i	3	57-79,94-116,140-162	3	o59-81i94-116o142-164i
IPI00059710	"CLDN23 Claudin-23"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	Y	n9-20c29/30o78-99i111-136o156-184i	3	48-70,86-107,126-148	3	o48-70i83-105o131-153i
IPI00007364	"CLDN3 Claudin-3"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	4	0	i7-29o78-104i116-139o159-182i	4	12-34,74-96,116-138,162-182	4	i7-29o78-100i121-143o163-185i
IPI00021944	"CLDN4 Claudin-4"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	Y	n10-21c26/27o79-99i119-140o160-183i	4	1-23,49-71,91-113,137-158	3	o51-73i93-115o135-157i
IPI00012089	"CLDN5 Claudin-5"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	4	0	i93-115o164-187i208-229o249-274i	4	87-109,159-181,208-230,249-271	4	i93-115o164-186i207-229o249-271i
IPI00011084	"CLDN6 Claudin-6"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	Y	n8-16c21/22o79-101i122-144o164-183i	4	10-32,54-76,96-118,142-164	3	o58-80i101-123o138-160i
IPI00794537	"CLDN7 25 kDa protein"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	4	0	i28-50o90-117i138-161o181-202i	4	26-48,95-117,137-159,182-204	4	i28-50o95-117i138-160o184-206i
IPI00011085	"CLDN8 Claudin-8"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	4	0	i7-27o79-100i120-145o165-188i	4	6-28,75-97,119-141,167-188	4	i5-27o80-102i123-145o165-187i
IPI00030843	"CLDN9 Claudin-9"	Miscellaneous	StructuralAndAdhesion;Claudin	Valid	3	Y	n8-19c25/26o79-105i117-144o164-184i	4	8-30,50-72,92-114,139-161	3	o52-74i98-120o135-157i
IPI00737822	"hCG_1646420 claudin-like"	Miscellaneous	StructuralAndAdhesion;Claudin	Invalid	3	Y	n9-20c25/26o79-100i120-145o165-189i	3	56-78,102-124,141-163	3	o52-74i94-116o142-164i
IPI00397504	"CRB1 Isoform 1 of Crumbs homolog 1 precursor"	Miscellaneous	StructuralAndAdhesion;CrumbsProtein	Valid	1	Y	n9-20c27/28o1344-1368i	1	1318-1340	1	o1319-1341i
IPI00410585	"CRB2 Isoform 1 of Crumbs homolog 2 precursor"	Miscellaneous	StructuralAndAdhesion;CrumbsProtein	Valid	1	Y	n13-31c43/44o1225-1248i	1	1177-1199	1	o1182-1204i
IPI00165433	"CRB3 Isoform 2 of Crumbs protein homolog 3 precursor"	Miscellaneous	StructuralAndAdhesion;CrumbsProtein	Valid	1	Y	n6-18c26/27o56-80i	1	32-54	1	o31-53i
IPI00008880	"EMP1 Epithelial membrane protein 1"	Miscellaneous	StructuralAndAdhesion;EMP-PMP22-LIM	Valid	4	0	i7-30o66-88i95-115o135-154i	4	5-27,65-87,96-117,133-154	4	i2-24o66-88i95-117o132-154i
IPI00008895	"EMP2 Epithelial membrane protein 2"	Miscellaneous	StructuralAndAdhesion;EMP-PMP22-LIM	Valid	3	Y	n2-11c16/17o63-83i95-116o141-163i	4	3-25,49-71,77-98,125-147	3	o45-67i79-101o125-147i
IPI00008901	"EMP3 Epithelial membrane protein 3"	Miscellaneous	StructuralAndAdhesion;EMP-PMP22-LIM	Valid	3	Y	n3-21c26/27o65-89i96-120o140-159i	3	40-62,74-96,110-132	3	o40-62i69-91o111-133i
IPI00219587	"LIM2 Isoform 2 of Lens fiber membrane intrinsic protein"	Miscellaneous	StructuralAndAdhesion;EMP-PMP22-LIM	Valid	3	Y	n8-19c24/25o108-129i141-163o183-205i	3	84-106,121-143,157-179	3	i84-106o121-143i156-178o
IPI00007769	"PMP22 Peripheral myelin protein 22"	Miscellaneous	StructuralAndAdhesion;EMP-PMP22-LIM	Valid	3	Y	n2-21c26/27o65-84i96-117o137-156i	3	40-62,71-93,107-129	3	o42-64i71-93o108-130i
IPI00743528	"- 24 kDa protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Invalid	4	0	i25-44o79-98i110-137o171-196i	4	22-44,76-98,115-137,176-197	4	i23-45o75-97i114-136o170-192i
IPI00218487	"GJA1 Gap junction alpha-1 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i20-41o77-99i154-176o208-233i	4	22-44,72-94,156-178,208-230	4	i24-46o77-99i155-177o209-231i
IPI00056430	"GJA10 Gap junction alpha-10 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i20-41o78-100i152-178o210-235i	0	0	3	o78-100i157-179o213-235i
IPI00221385	"GJA3 Gap junction alpha-3 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i20-41o78-100i149-170o202-223i	4	20-42,73-95,143-165,198-220	4	i20-42o77-99i148-170o201-223i
IPI00219023	"GJA4 Gap junction alpha-4 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i20-40o78-99i154-174o208-233i	3	20-42,77-99,205-227	3	i20-42o77-99i208-230o
IPI00217262	"GJA5 Gap junction alpha-5 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i20-41o77-97i165-185o205-227i	3	16-38,153-175,205-227	4	i20-37o77-99i165-184o207-229i
IPI00220287	"GJA8 Gap junction alpha-8 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i20-41o78-100i151-172o204-229i	0	0	4	i24-46o77-99i151-173o205-227i
IPI00028053	"GJA9 Gap junction alpha-9 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i24-41o78-100i151-178o210-235i	2	22-44,74-96	2	o15-37i210-232o
IPI00007618	"GJA9;GJD2 Gap junction delta-2 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i21-42o78-98i198-220o251-270i	2	21-43,78-100	4	i20-42o76-98i198-220o253-275i
IPI00027190	"GJB1 Gap junction beta-1 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i21-40o77-97i131-157o190-214i	4	21-43,76-98,137-159,192-214	4	i23-45o76-95i131-153o192-214i
IPI00019868	"GJB2 Gap junction beta-2 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i23-40o77-97i132-158o191-215i	4	20-42,71-93,139-161,193-215	4	i21-40o76-98i132-154o193-215i
IPI00026801	"GJB3 Gap junction beta-3 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i20-39o77-97i128-149o186-211i	4	19-41,71-93,130-152,190-212	4	i21-40o76-98i127-149o188-210i
IPI00018323	"GJB4 Gap junction beta-4 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i20-39o77-97i128-149o186-210i	4	20-42,76-98,129-151,186-208	4	i21-40o76-98i127-149o188-210i
IPI00030070	"GJB5 Gap junction beta-5 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i20-39o77-97i128-149o185-210i	4	19-41,76-98,128-150,186-208	4	i21-40o76-98i127-149o188-210i
IPI00030763	"GJB6 Gap junction beta-6 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i23-41o77-98i132-158o191-215i	4	21-42,76-97,138-160,193-215	4	i23-45o76-98i132-154o193-215i
IPI00306888	"GJB7 Gap junction beta-7 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i21-39o77-98i119-143o179-207i	4	23-45,76-98,121-143,191-213	4	i21-40o76-98i119-141o181-203i
IPI00002946	"GJC1 Gap junction gamma-1 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i21-40o76-96i176-198o230-248i	4	20-42,74-96,189-211,229-251	4	i23-45o76-95i176-198o229-248i
IPI00879578	"GJC1;GJD3 Isoform 2 of Gap junction delta-3 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i24-45o77-95i136-157o191-214i	4	21-43,77-99,140-162,182-204	4	i21-43o77-96i136-158o191-213i
IPI00007029	"GJC2 Gap junction gamma-2 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i21-41o80-103i212-234o266-284i	2	23-45,80-102	4	i21-43o80-102i212-234o265-284i
IPI00302941	"GJC3;GJE1 Gap junction gamma-3 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	3	0	i20-38o77-100i194-219o	4	19-40,75-97,128-150,192-214	3	i20-42o78-100i197-219o
IPI00170993	"GJD4 Gap junction delta-4 protein"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	4	0	i24-45o77-97i147-169o197-218i	4	13-35,75-97,146-168,197-219	4	i7-29o75-97i147-169o198-220i
IPI00827707	"IFT140 Gap junction protein (Fragment)"	Miscellaneous	StructuralAndAdhesion;GapJunction	Valid	2	0	i32-49o85-107i	2	30-52,80-102	2	o32-54i85-107o
IPI00402004	"- 56 kDa protein"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	0	o457-482i	2	35-55,460-482	1	o460-482i
IPI00385063	"AMICA1 Isoform 1 of Junctional adhesion molecule-like precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n7-14c19/20o275-296i	1	249-271	1	o255-277i
IPI00024929	"ASAM Adipocyte adhesion molecule precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n3-14c18/19o231-256i	1	211-233	1	o216-238i
IPI00002406	"BCAM Lutheran blood group glycoprotein precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n16-26c31/32o549-571i	1	517-539	1	o518-540i
IPI00166392	"CADM1 Immunoglobulin superfamily member 4"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n4-14c19/20o376-396i	2	8-30,356-378	1	o356-378i
IPI00293836	"CADM2 Isoform 3 of Cell adhesion molecule 2 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n2-12c16/17o370-390i	2	306-327,354-376	1	o353-375i
IPI00009619	"CADM3 Isoform 2 of Cell adhesion molecule 3 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n8-19c26/27o363-390i	1	339-361	1	o338-360i
IPI00295133	"CD22 Isoform CD22-beta of B-cell receptor CD22 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n3-13c19/20o688-708i	2	11-33,669-689	1	o665-687i
IPI00022203	"CD33 Myeloid cell surface antigen CD33 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n3-11c16/17o261-282i	2	11-33,243-265	1	o244-266i
IPI00385428	"CEACAM1 Biliary glycoprotein"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	0	o449-474i	1	450-472	1	o453-475i
IPI00373966	"CEACAM16 Carcinoembryonic antigen-related cell adhesion molecule 16 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	2	0	o6-23i53-75o	0	0	2	o4-23i53-75o
IPI00893126	CEACAM18	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Invalid	1	Y	n14-25c30/31o339-362i	1	311-333	1	o315-337i
IPI00376238	"CEACAM19 Isoform 1 of Carcinoembryonic antigen-related cell adhesion molecule 19 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n15-27c32/33o158-182i	2	126-148,169-189	1	o128-150i
IPI00018667	"CEACAM21 Isoform 1 of Carcinoembryonic antigen-related cell adhesion molecule 21 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	0	o239-261i	2	13-35,240-261	1	o239-261i
IPI00027411	"CEACAM3 Isoform CGM1A of Carcinoembryonic antigen-related cell adhesion molecule 3 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	0	o152-176i	2	11-31,152-174	1	o154-176i
IPI00019020	"CEACAM4 carcinoembryonic antigen-related cell adhesion molecule 4"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	0	o152-176i	1	152-174	1	o154-176i
IPI00027486	"CEACAM5 Carcinoembryonic antigen-related cell adhesion molecule 5 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n18-28c34/35o682-701i	1	648-668	0	o
IPI00027412	"CEACAM6 Carcinoembryonic antigen-related cell adhesion molecule 6 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	0	o324-343i	1	316-338	0	o
IPI00028270	"CEACAM7 Isoform 2a of Carcinoembryonic antigen-related cell adhesion molecule 7 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	0	o246-264i	2	8-30,246-265	0	o
IPI00299059	"CHL1 Isoform 2 of Neural cell adhesion molecule L1-like protein precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n4-19c24/25o1098-1119i	1	1072-1094	1	o1073-1095i
IPI00029700	"DSCAM Isoform Long of Down syndrome cell adhesion molecule precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n3-13c17/18o1595-1616i	1	1577-1599	1	o1578-1600i
IPI00154755	"DSCAML1 Down syndrome cell adhesion molecule like 1"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	0	o1652-1672i	1	1652-1672	1	o1652-1672i
IPI00789178	"FLJ41856 124 kDa protein"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	0	o968-991i	1	967-989	1	o968-990i
IPI00024053	"IGSF9 Protein turtle homolog A precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n2-13c17/18o735-760i	2	37-59,716-738	1	o721-743i
IPI00847471	"IGSF9B Protein turtle homolog B precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n3-14c19/20o723-748i	1	704-726	1	o708-730i
IPI00790020	"JAM2 35 kDa protein"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n9-20c28/29o237-261i	2	209-231,259-281	1	o211-233i
IPI00871467	"L1CAM cDNA FLJ76744, highly similar to Homo sapiens L1 cell adhesion molecule (L1CAM), transcript variant 1, mRNA"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n3-14c19/20o1123-1145i	1	1105-1126	1	o1104-1126i
IPI00739029	"LOC147645 similar to Carcinoembryonic antigen-related cell adhesion molecule 1 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n9-20c24/25o776-805i	1	752-774	1	o753-775i
IPI00026237	"MAG Myelin-associated glycoprotein precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n3-14c32/33o510-533i	1	480-502	1	o479-501i
IPI00795918	"NCAM1 neural cell adhesion molecule 1 isoform 2"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n7-14c19/20o723-746i	2	699-721,726-748	1	o705-727i
IPI00376427	"NCAM2 Neural cell adhesion molecule 2 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n3-14c19/20o695-718i	1	688-710	1	o677-699i
IPI00513705	"NFASC Isoform 1 of Neurofascin precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n9-19c24/25o1217-1238i	1	1191-1213	1	o1192-1214i
IPI00873446	"NRCAM Isoform 5 of Neuronal cell adhesion molecule precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n17-24c29/30o1169-1190i	1	1139-1161	1	o1139-1161i
IPI00383951	"SDK1 Isoform 3 of Protein sidekick-1 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	0	o2013-2036i	1	2014-2036	1	o2013-2035i
IPI00478949	"SDK2 Isoform 4 of Protein sidekick-2 precursor"	Miscellaneous	StructuralAndAdhesion;IG_AdhesionProteins	Valid	1	Y	n4-12c20/21o1928-1951i	1	1909-1931	1	o1909-1931i
